0,1,2,3,4,5,6,7,8,9
18,35,0,49,57,0,18.584722222222222,49.950694444444444,0,0
18,35,30,49,56,20,18.593055555555555,49.93958333333333,0,0
18,35,50,49,56,55,18.59861111111111,49.949305555555554,0,0
18,36,0,49,57,5,18.60138888888889,49.952083333333334,0,0
18,47,20,49,48,10,18.790277777777778,49.80347222222222,0,0
18,48,0,49,43,0,18.80138888888889,49.71736111111111,0,0
18,49,10,49,42,15,18.820833333333333,49.704861111111114,0,0
19,2,30,49,48,55,19.043055555555558,49.81597222222222,0,0
19,2,40,49,48,5,19.045833333333334,49.80208333333333,0,0
19,2,40,49,49,20,19.045833333333334,49.82291666666667,0,0
19,2,40,49,49,30,19.045833333333334,49.825694444444444,0,0
19,2,50,49,48,55,19.048611111111114,49.81597222222222,0,0
19,2,50,49,49,40,19.048611111111114,49.828472222222224,0,0
18,13,10,50,5,35,18.22083333333333,50.09375,0,0
18,40,0,50,17,35,18.668055555555558,50.293749999999996,0,0
18,40,30,50,17,50,18.67638888888889,50.297916666666666,0,0
18,42,40,50,23,40,18.7125,50.39513888888889,0,0
18,46,30,50,18,15,18.77638888888889,50.30486111111111,0,0
18,46,30,50,18,20,18.77638888888889,50.30625,0,0
18,46,30,50,18,35,18.77638888888889,50.31041666666666,0,0
18,46,40,50,20,20,18.779166666666665,50.33958333333334,0,0
18,46,50,50,17,30,18.781944444444445,50.292361111111106,0,0
18,46,50,50,17,45,18.781944444444445,50.296527777777776,0,0
18,47,0,50,18,5,18.784722222222225,50.30208333333333,0,0
18,47,0,50,18,10,18.784722222222225,50.30347222222222,0,0
18,47,0,50,18,20,18.784722222222225,50.30625,0,0
18,47,0,50,18,30,18.784722222222225,50.30902777777777,0,0
18,47,0,50,18,40,18.784722222222225,50.31180555555555,0,0
18,47,0,50,19,25,18.784722222222225,50.32430555555556,0,0
18,47,10,50,17,45,18.7875,50.296527777777776,0,0
18,47,10,50,18,5,18.7875,50.30208333333333,0,0
18,47,10,50,18,30,18.7875,50.30902777777777,0,0
18,47,20,50,17,35,18.790277777777778,50.293749999999996,0,0
18,47,20,50,18,10,18.790277777777778,50.30347222222222,0,0
18,47,30,50,18,5,18.793055555555558,50.30208333333333,0,0
18,48,0,50,17,35,18.80138888888889,50.293749999999996,0,0
18,50,40,50,26,5,18.84583333333333,50.43541666666666,0,0
18,51,10,50,26,45,18.854166666666668,50.446527777777774,0,0
18,51,30,50,16,45,18.859722222222224,50.27986111111111,0,0
18,51,30,50,26,35,18.859722222222224,50.443749999999994,0,0
18,51,30,50,26,40,18.859722222222224,50.445138888888884,0,0
18,51,40,50,26,40,18.8625,50.445138888888884,0,0
18,52,0,50,18,0,18.868055555555557,50.30069444444444,0,0
18,52,20,50,16,10,18.87361111111111,50.27013888888889,0,0
18,52,20,50,17,35,18.87361111111111,50.293749999999996,0,0
18,52,30,50,17,0,18.87638888888889,50.28402777777777,0,0
18,52,30,50,17,5,18.87638888888889,50.28541666666666,0,0
18,52,30,50,18,0,18.87638888888889,50.30069444444444,0,0
18,52,30,50,21,10,18.87638888888889,50.35347222222222,0,0
18,52,40,50,17,55,18.879166666666666,50.299305555555556,0,0
18,52,40,50,18,0,18.879166666666666,50.30069444444444,0,0
18,53,30,50,23,55,18.893055555555556,50.39930555555556,0,0
18,54,30,50,21,10,18.90972222222222,50.35347222222222,0,0
18,54,50,50,17,30,18.915277777777778,50.292361111111106,0,0
18,54,50,50,20,35,18.915277777777778,50.34375,0,0
18,54,50,50,20,40,18.915277777777778,50.34513888888889,0,0
18,54,50,50,20,50,18.915277777777778,50.34791666666667,0,0
18,55,0,50,17,45,18.918055555555558,50.296527777777776,0,0
18,55,20,50,20,35,18.92361111111111,50.34375,0,0
18,55,30,50,17,10,18.92638888888889,50.28680555555555,0,0
18,56,10,50,21,55,18.9375,50.365972222222226,0,0
18,58,20,50,12,40,18.973611111111108,50.21180555555556,0,0
18,59,20,50,16,0,18.990277777777777,50.26736111111111,0,0
18,59,20,50,16,5,18.990277777777777,50.26875,0,0
18,59,30,50,13,15,18.993055555555557,50.22152777777778,0,0
18,59,30,50,16,15,18.993055555555557,50.27152777777778,0,0
19,0,10,50,16,5,19.004166666666666,50.26875,0,0
19,0,20,50,15,5,19.006944444444443,50.25208333333333,0,0
19,0,20,50,16,5,19.006944444444443,50.26875,0,0
19,0,40,50,15,15,19.0125,50.25486111111111,0,0
19,0,40,50,15,25,19.0125,50.25763888888889,0,0
19,0,40,50,16,0,19.0125,50.26736111111111,0,0
19,0,50,50,15,35,19.01527777777778,50.260416666666664,0,0
19,0,50,50,15,40,19.01527777777778,50.261805555555554,0,0
19,0,50,50,15,45,19.01527777777778,50.263194444444444,0,0
19,1,0,50,15,50,19.018055555555556,50.264583333333334,0,0
19,1,0,50,15,55,19.018055555555556,50.265972222222224,0,0
19,1,10,50,15,15,19.020833333333332,50.25486111111111,0,0
19,1,10,50,15,35,19.020833333333332,50.260416666666664,0,0
