0,1,2,3,4,5,6,7,8,9,10
18,36,50,49,56,45,49.946527777777774,18.61527777777778,0.21547502448579825,0.2826086956521739,0.4857142857142857
18,47,20,49,48,10,49.80347222222222,18.790277777777778,0.25120772946859904,0.19665271966527198,0.4666666666666667
18,48,20,49,42,45,49.71319444444445,18.806944444444444,0.23227383863080683,0.26578073089701,0.46938775510204084
18,42,40,50,23,40,50.39513888888889,18.7125,0.6923076923076923,0.2759259259259259,1.3076923076923077
18,46,30,50,18,20,50.30625,18.77638888888889,0.283675799086758,0.32558139534883723,0.40186915887850466
18,46,50,50,17,50,50.297916666666666,18.781944444444445,0.283675799086758,0.36444444444444446,0.34375
18,47,0,50,18,10,50.30347222222222,18.784722222222225,0.283675799086758,1.1538461538461537,0.9090909090909091
18,47,0,50,19,25,50.32430555555556,18.784722222222225,0.283675799086758,0.36444444444444446,0.7272727272727273
18,50,30,50,14,40,50.24513888888889,18.843055555555555,0.23700202565833897,0.2602739726027397,0.4228187919463087
18,51,10,50,18,0,50.30069444444444,18.854166666666668,0.23700202565833897,0.36,0.43333333333333335
18,52,10,50,16,20,50.27291666666667,18.870833333333334,0.23700202565833897,0.6071428571428571,0.625
18,52,40,50,17,55,50.299305555555556,18.879166666666666,0.23700202565833897,0.2411764705882353,0.6410256410256411
18,52,40,50,18,0,50.30069444444444,18.879166666666666,0.23700202565833897,0.2411764705882353,0.6410256410256411
18,54,50,50,20,35,50.34375,18.915277777777778,0.21084337349397592,0.2759259259259259,0.625
18,54,50,50,21,5,50.35208333333333,18.915277777777778,0.21084337349397592,0.16666666666666666,0.16666666666666666
18,55,10,50,20,40,50.34513888888889,18.920833333333334,0.21084337349397592,1.0,1.0
18,55,20,50,20,35,50.34375,18.92361111111111,0.21084337349397592,0.2759259259259259,0.6
18,55,40,50,20,35,50.34375,18.929166666666667,0.21084337349397592,0.5,0.5
18,55,40,50,20,50,50.34791666666667,18.929166666666667,0.21084337349397592,0.5714285714285714,0.8181818181818182
18,57,0,50,46,5,50.76875,18.95138888888889,0.47058823529411764,0.3080568720379147,0.4
18,58,30,50,16,15,50.27152777777778,18.976388888888888,0.19095477386934673,0.2411764705882353,0.1917808219178082
18,59,30,50,16,15,50.27152777777778,18.993055555555557,0.19095477386934673,0.273015873015873,0.4028776978417266
19,0,20,50,15,5,50.25208333333333,19.006944444444443,0.19095477386934673,0.35185185185185186,0.3090909090909091
19,0,30,50,15,15,50.25486111111111,19.009722222222223,0.19095477386934673,0.35185185185185186,0.3090909090909091
19,0,40,50,15,25,50.25763888888889,19.0125,0.19095477386934673,0.35185185185185186,0.3090909090909091
19,0,50,50,15,25,50.25763888888889,19.01527777777778,0.19095477386934673,0.35185185185185186,0.3090909090909091
19,0,50,50,15,30,50.259027777777774,19.01527777777778,0.19095477386934673,0.3333333333333333,0.0
19,0,50,50,15,35,50.260416666666664,19.01527777777778,0.19095477386934673,0.7916666666666666,0.7307692307692307
19,0,50,50,15,45,50.263194444444444,19.01527777777778,0.19095477386934673,0.75,2.0
19,1,0,50,15,15,50.25486111111111,19.018055555555556,0.19095477386934673,0.2413793103448276,0.29411764705882354
19,1,0,50,15,50,50.264583333333334,19.018055555555556,0.19095477386934673,0.7916666666666666,0.7307692307692307
19,1,20,50,15,45,50.263194444444444,19.02361111111111,0.19095477386934673,0.273015873015873,0.4028776978417266
19,1,50,50,15,15,50.25486111111111,19.031944444444445,0.19095477386934673,0.5,0.5714285714285714
19,1,50,50,15,25,50.25763888888889,19.031944444444445,0.19095477386934673,0.2727272727272727,0.3076923076923077
19,2,20,50,14,35,50.24375,19.040277777777778,0.19095477386934673,0.09259259259259259,0.10526315789473684
19,4,10,50,16,25,50.27430555555556,19.070833333333333,0.19095477386934673,0.1843137254901961,0.3526315789473684
19,4,50,50,49,20,50.82291666666667,19.081944444444446,0.33424159854677565,0.15151515151515152,0.26153846153846155
19,5,50,50,48,55,50.81597222222222,19.09861111111111,0.33424159854677565,0.5,0.5
19,6,0,50,48,15,50.80486111111111,19.10138888888889,0.33424159854677565,0.3134715025906736,0.9
19,6,10,50,48,50,50.81458333333333,19.104166666666668,0.33424159854677565,0.6923076923076923,0.7272727272727273
19,6,10,50,49,0,50.81736111111111,19.104166666666668,0.33424159854677565,0.3080568720379147,0.6521739130434783
19,6,10,50,49,25,50.82430555555556,19.104166666666668,0.33424159854677565,0.42105263157894735,0.6521739130434783
19,6,30,50,17,15,50.28819444444444,19.109722222222224,0.22525458248472505,0.3508771929824561,0.1334927556618371
19,6,30,50,17,20,50.28958333333333,19.109722222222224,0.22525458248472505,0.3508771929824561,0.1334927556618371
19,6,40,50,48,25,50.80763888888889,19.1125,0.33424159854677565,0.7804878048780488,0.875
19,6,40,50,48,30,50.80902777777777,19.1125,0.33424159854677565,0.0817658349328215,3.5714285714285716
19,6,40,50,48,35,50.81041666666666,19.1125,0.33424159854677565,0.42857142857142855,0.42857142857142855
19,6,40,50,48,40,50.81180555555555,19.1125,0.33424159854677565,1.027027027027027,3.5714285714285716
19,6,40,50,49,0,50.81736111111111,19.1125,0.33424159854677565,0.3080568720379147,0.7090909090909091
19,6,50,50,48,40,50.81180555555555,19.11527777777778,0.33424159854677565,0.7804878048780488,0.875
19,6,50,50,48,50,50.81458333333333,19.11527777777778,0.33424159854677565,0.7804878048780488,0.8148148148148148
19,6,50,50,49,0,50.81736111111111,19.11527777777778,0.33424159854677565,0.3080568720379147,0.7090909090909091
19,7,0,50,48,0,50.80069444444444,19.118055555555557,0.33424159854677565,0.925,0.8292682926829268
19,7,0,50,48,25,50.80763888888889,19.118055555555557,0.33424159854677565,0.925,1.434782608695652
19,7,0,50,48,35,50.81041666666666,19.118055555555557,0.33424159854677565,0.925,1.434782608695652
19,7,0,50,48,40,50.81180555555555,19.118055555555557,0.33424159854677565,0.7241379310344828,1.5333333333333334
19,7,0,50,48,55,50.81597222222222,19.118055555555557,0.33424159854677565,0.925,0.875
19,7,0,50,49,0,50.81736111111111,19.118055555555557,0.33424159854677565,0.3080568720379147,0.7090909090909091
19,7,0,50,49,10,50.82013888888889,19.118055555555557,0.33424159854677565,0.3791208791208791,0.875
19,7,0,50,49,30,50.825694444444444,19.118055555555557,0.33424159854677565,0.5862068965517241,0.7083333333333334
19,7,10,50,48,40,50.81180555555555,19.120833333333334,0.33424159854677565,0.7241379310344828,1.5333333333333334
19,7,20,50,49,0,50.81736111111111,19.12361111111111,0.33424159854677565,0.3080568720379147,0.7090909090909091
19,7,30,50,47,0,50.78402777777777,19.12638888888889,0.33424159854677565,0.3134715025906736,0.7358490566037735
19,7,30,50,47,35,50.793749999999996,19.12638888888889,0.33424159854677565,0.925,0.8292682926829268
19,7,30,50,50,50,50.84791666666667,19.12638888888889,0.33424159854677565,0.5909090909090909,0.6666666666666666
19,7,40,50,48,50,50.81458333333333,19.129166666666666,0.33424159854677565,1.3333333333333333,0.5232558139534884
19,7,40,50,48,55,50.81597222222222,19.129166666666666,0.33424159854677565,1.3333333333333333,0.5232558139534884
19,7,40,50,49,0,50.81736111111111,19.129166666666666,0.33424159854677565,0.3080568720379147,0.7090909090909091
19,7,50,50,47,20,50.78958333333333,19.131944444444446,0.33424159854677565,0.925,0.8292682926829268
19,7,50,50,47,50,50.797916666666666,19.131944444444446,0.33424159854677565,0.2011527377521614,0.3296296296296296
19,7,50,50,47,55,50.799305555555556,19.131944444444446,0.33424159854677565,0.2011527377521614,0.3296296296296296
19,8,0,50,16,20,50.27291666666667,19.134722222222223,0.22525458248472505,0.32407407407407407,0.4
19,8,0,50,18,0,50.30069444444444,19.134722222222223,0.22525458248472505,0.2759259259259259,0.1334927556618371
19,8,10,50,49,40,50.828472222222224,19.1375,0.33424159854677565,0.5862068965517241,0.2222222222222222
19,8,40,50,16,40,50.27847222222222,19.145833333333332,0.22525458248472505,0.6666666666666666,0.45454545454545453
19,8,40,50,42,15,50.704861111111114,19.145833333333332,0.24390243902439024,0.2011527377521614,0.1334927556618371
19,9,0,50,42,55,50.71597222222223,19.15138888888889,0.3977272727272727,0.2011527377521614,0.09090909090909091
