GPS_X,GPS_Y
19.03386111111111,49.89216666666667
19.08758333333333,49.80069444444444
19.053805555555556,49.79722222222222
19.06641666666667,49.80483333333333
19.049805555555558,49.84686111111111
19.064722222222223,49.83272222222222
19.06797222222222,49.78311111111111
19.028388888888887,49.808861111111106
19.041083333333336,49.82005555555556
19.06813888888889,49.783138888888885
19.048527777777778,49.85525
19.053250000000002,49.828472222222224
19.038666666666668,49.82780555555556
19.051833333333335,49.80319444444444
19.02675,49.85619444444445
19.047305555555557,49.86838888888889
19.028888888888886,49.82458333333334
19.055583333333335,49.8155
19.046305555555556,49.822583333333334
19.071444444444445,49.77486111111111
19.053722222222223,49.79730555555555
19.016972222222222,49.81411111111111
19.03286111111111,49.80888888888889
19.01447222222222,49.84736111111111
19.047861111111114,49.81561111111111
19.092972222222222,49.85013888888889
19.04277777777778,49.8325
19.062722222222224,49.82705555555556
19.01002777777778,49.79183333333333
19.046916666666668,49.822722222222225
19.025666666666666,49.85794444444445
19.040444444444447,49.83625
19.093166666666665,49.85027777777778
19.049111111111113,49.85525
18.96972222222222,49.828500000000005
19.04211111111111,49.82880555555556
19.06063888888889,49.78838888888889
19.006,49.79472222222222
19.027638888888887,49.853972222222225
19.027472222222222,49.80997222222222
19.07611111111111,49.8215
19.015416666666667,49.86275
19.033277777777776,49.85977777777778
19.053833333333333,49.805138888888884
19.043722222222225,49.81922222222222
19.069583333333334,49.84180555555556
19.00958333333333,49.80972222222222
19.089777777777776,49.84291666666667
19.001416666666668,49.810111111111105
19.088944444444444,49.84330555555556
19.06211111111111,49.805
19.03322222222222,49.802749999999996
19.037444444444446,49.82038888888889
19.061500000000002,49.82033333333334
19.029027777777777,49.820972222222224
19.046277777777778,49.84686111111111
19.05441666666667,49.80522222222222
19.043555555555557,49.80430555555555
19.047694444444446,49.81583333333333
19.033611111111114,49.82638888888889
19.041500000000003,49.85091666666667
19.02547222222222,49.811416666666666
19.047611111111113,49.815416666666664
19.01136111111111,49.80452777777778
19.014666666666667,49.82255555555556
19.068,49.790055555555554
19.04413888888889,49.81572222222222
19.08486111111111,49.81919444444445
19.019305555555555,49.81466666666666
19.04952777777778,49.80544444444444
19.08438888888889,49.822027777777784
19.048250000000003,49.80708333333333
19.03163888888889,49.825583333333334
19.054444444444446,49.83533333333334
19.063111111111112,49.787527777777775
19.045555555555556,49.82552777777778
19.100166666666667,49.851305555555555
19.043694444444448,49.81716666666667
19.110055555555558,49.79216666666667
19.053972222222225,49.824111111111115
19.06077777777778,49.788555555555554
19.012027777777778,49.82527777777778
19.055944444444446,49.82516666666667
19.01936111111111,49.858222222222224
19.034555555555556,49.85875
19.070666666666668,49.77775
19.04511111111111,49.82216666666667
19.01822222222222,49.814388888888885
19.044500000000003,49.98127777777778
19.06913888888889,49.72777777777778
19.074444444444445,49.72869444444444
19.192694444444445,49.85191666666667
19.18352777777778,49.85127777777778
19.057694444444444,49.75586111111111
19.264722222222222,49.84688888888889
19.23022222222222,49.85380555555556
19.242722222222223,49.849611111111116
18.99813888888889,49.891416666666665
18.993583333333333,49.89216666666667
19.007944444444444,49.906666666666666
19.007944444444444,49.906638888888885
19.01075,49.91441666666667
18.99775,49.90877777777778
18.992416666666667,49.92772222222222
18.993333333333336,49.89286111111111
19.012305555555557,49.93380555555555
18.997722222222222,49.90877777777778
19.01088888888889,49.914249999999996
19.00275,49.913
19.004944444444444,49.871611111111115
19.007166666666667,49.921749999999996
19.007472222222223,49.92744444444444
19.004944444444444,49.91422222222222
19.081722222222222,49.93683333333333
18.85463888888889,49.79877777777778
19.18925,49.88511111111111
19.094777777777775,49.870333333333335
18.913194444444443,49.816722222222225
18.920194444444444,49.811055555555555
18.916972222222224,49.806666666666665
18.91888888888889,49.81597222222222
18.920222222222222,49.811027777777774
18.936222222222224,49.78572222222222
19.105833333333333,49.70638888888889
19.035305555555556,49.93516666666666
19.197916666666668,49.869
19.154083333333332,49.860305555555556
18.87375,49.879555555555555
18.933694444444445,49.88141666666667
19.00536111111111,49.858472222222225
18.973694444444444,49.86141666666667
19.063111111111112,49.74641666666667
18.948555555555554,49.85219444444444
18.94536111111111,49.86233333333333
19.123166666666666,49.86808333333333
19.139166666666664,49.8825
19.292472222222223,49.79563888888889
18.860583333333334,49.850722222222224
19.11841666666667,49.72697222222222
19.099305555555553,49.91166666666666
19.05102777777778,49.726416666666665
19.024666666666665,49.720777777777776
19.045555555555556,49.722055555555556
19.025555555555556,49.716
19.16161111111111,49.939527777777776
19.178,49.93266666666666
19.181972222222225,49.94275
18.842499999999998,50.353388888888894
18.931416666666667,50.34466666666667
18.895666666666667,50.35230555555556
18.93305555555556,50.345194444444445
18.866083333333336,50.35411111111111
18.87697222222222,50.39844444444444
18.88597222222222,50.38077777777778
18.92002777777778,50.352694444444445
18.886333333333333,50.337722222222226
18.876416666666668,50.352833333333336
18.91461111111111,50.344833333333334
18.91338888888889,50.369
18.93502777777778,50.344
18.895805555555555,50.35063888888889
18.843638888888886,50.361111111111114
18.869722222222222,50.363083333333336
18.9325,50.34447222222222
18.914555555555555,50.34477777777778
18.929055555555557,50.34938888888889
18.90975,50.34547222222223
18.92163888888889,50.34363888888889
18.857305555555556,50.359833333333334
18.910166666666665,50.34427777777778
18.854750000000003,50.364333333333335
18.84725,50.346694444444445
18.927722222222222,50.32961111111111
18.805611111111112,50.39572222222222
18.83825,50.39825
18.915,50.36816666666667
18.882305555555558,50.375527777777776
18.879166666666666,50.39555555555555
18.86777777777778,50.35366666666667
18.914416666666664,50.343611111111116
18.91111111111111,50.35002777777778
18.9235,50.34366666666667
18.940583333333333,50.332055555555556
18.93036111111111,50.35136111111111
18.86927777777778,50.33625
18.848222222222223,50.3545
18.910638888888887,50.353944444444444
18.81727777777778,50.395583333333335
