0,1,2,3,4,5,6,7,8,9,10
18,33,20,49,56,30,49.942361111111104,18.556944444444444,0.21547502448579825,0.4025974025974026,0.4166666666666667
18,35,40,49,57,10,49.953472222222224,18.59583333333333,0.21547502448579825,0.3888888888888889,0.7142857142857143
18,36,50,49,56,45,49.946527777777774,18.61527777777778,0.21547502448579825,0.2826086956521739,0.4857142857142857
18,38,10,49,45,5,49.75208333333333,18.6375,0.15371024734982333,0.08605798889574337,0.17647058823529413
18,38,20,49,44,50,49.74791666666667,18.640277777777776,0.15371024734982333,1.0,1.0
18,47,10,49,48,0,49.80069444444444,18.7875,0.25120772946859904,0.0817658349328215,0.0
18,47,20,49,48,10,49.80347222222222,18.790277777777778,0.25120772946859904,0.19665271966527198,0.4666666666666667
18,47,50,49,47,30,49.792361111111106,18.798611111111114,0.25120772946859904,0.19665271966527198,0.4666666666666667
18,48,20,49,42,45,49.71319444444445,18.806944444444444,0.23227383863080683,0.26578073089701,0.46938775510204084
18,49,50,49,41,35,49.693749999999994,18.831944444444446,0.23227383863080683,0.26578073089701,0.31645569620253167
19,2,40,49,49,20,49.82291666666667,19.045833333333334,0.1080773606370876,0.1935483870967742,0.5714285714285714
19,2,40,49,49,30,49.825694444444444,19.045833333333334,0.1080773606370876,0.25,0.25
19,3,0,49,49,30,49.825694444444444,19.05138888888889,0.1080773606370876,0.36363636363636365,0.36363636363636365
19,11,10,49,40,45,49.67986111111111,19.1875,0.1712,0.08605798889574337,0.0
19,11,20,49,40,55,49.68263888888889,19.190277777777776,0.1712,0.35,0.6666666666666666
19,11,30,49,41,5,49.68541666666666,19.193055555555556,0.1712,0.35,0.6666666666666666
18,13,10,50,5,35,50.09375,18.22083333333333,0.11883691529709228,0.13793103448275862,0.6666666666666666
18,40,0,50,17,30,50.292361111111106,18.668055555555558,0.11145942180424939,0.17670954637779282,0.46153846153846156
18,40,0,50,17,35,50.293749999999996,18.668055555555558,0.11145942180424939,0.08605798889574337,1.0
18,40,20,50,17,30,50.292361111111106,18.67361111111111,0.11145942180424939,0.17670954637779282,0.42857142857142855
18,41,0,50,40,5,50.668749999999996,18.684722222222224,0.07908163265306123,0.0817658349328215,0.0
18,42,40,50,23,40,50.39513888888889,18.7125,0.6923076923076923,0.2759259259259259,1.3076923076923077
18,46,20,50,18,35,50.31041666666666,18.77361111111111,0.283675799086758,0.4444444444444444,0.425
18,46,20,50,18,45,50.31319444444444,18.77361111111111,0.283675799086758,0.4444444444444444,0.425
18,46,30,50,18,15,50.30486111111111,18.77638888888889,0.283675799086758,0.36444444444444446,0.5757575757575758
18,46,30,50,18,20,50.30625,18.77638888888889,0.283675799086758,0.32558139534883723,0.40186915887850466
18,46,40,50,17,55,50.299305555555556,18.779166666666665,0.283675799086758,0.0,0.0
18,46,40,50,20,20,50.33958333333334,18.779166666666665,0.283675799086758,1.0,1.0
18,46,50,50,17,35,50.293749999999996,18.781944444444445,0.283675799086758,0.5555555555555556,0.5757575757575758
18,46,50,50,17,45,50.296527777777776,18.781944444444445,0.283675799086758,0.5555555555555556,0.5757575757575758
18,46,50,50,17,50,50.297916666666666,18.781944444444445,0.283675799086758,0.36444444444444446,0.34375
18,46,50,50,17,55,50.299305555555556,18.781944444444445,0.283675799086758,0.3333333333333333,0.3333333333333333
18,46,50,50,18,40,50.31180555555555,18.781944444444445,0.283675799086758,0.8,0.8
18,47,0,50,17,25,50.29097222222222,18.784722222222225,0.283675799086758,0.2411764705882353,0.2553191489361702
18,47,0,50,17,50,50.297916666666666,18.784722222222225,0.283675799086758,0.36444444444444446,0.34375
